Territorio,Tipo de territorio,Categoría_Delito,Mes_Año,Tipo_de_Hecho,Cantidad,Mes,Año,Mes_Num
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2015,Hechos contra las personas,4.0,oct,2015,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2015,Hechos contra las personas,5.0,nov,2015,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2015,Hechos contra las personas,1.0,dic,2015,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2016,Hechos contra las personas,2.0,ene,2016,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2016,Hechos contra las personas,5.0,feb,2016,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2016,Hechos contra las personas,2.0,mar,2016,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2016,Hechos contra las personas,3.0,abr,2016,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2016,Hechos contra las personas,2.0,may,2016,5
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2016,Hechos contra las personas,3.0,jul,2016,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2016,Hechos contra las personas,1.0,ago,2016,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2016,Hechos contra las personas,4.0,sep,2016,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2016,Hechos contra las personas,4.0,oct,2016,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2016,Hechos contra las personas,3.0,nov,2016,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2016,Hechos contra las personas,3.0,dic,2016,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2017,Hechos contra las personas,4.0,ene,2017,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2017,Hechos contra las personas,3.0,feb,2017,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2017,Hechos contra las personas,8.0,mar,2017,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2017,Hechos contra las personas,2.0,abr,2017,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2017,Hechos contra las personas,2.0,may,2017,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2017,Hechos contra las personas,6.0,jun,2017,6
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2017,Hechos contra las personas,2.0,sep,2017,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2017,Hechos contra las personas,5.0,oct,2017,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2017,Hechos contra las personas,3.0,nov,2017,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2017,Hechos contra las personas,3.0,dic,2017,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2018,Hechos contra las personas,2.0,ene,2018,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2018,Hechos contra las personas,1.0,feb,2018,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2018,Hechos contra las personas,4.0,mar,2018,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2018,Hechos contra las personas,2.0,abr,2018,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2018,Hechos contra las personas,1.0,may,2018,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2018,Hechos contra las personas,2.0,jun,2018,6
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2018,Hechos contra las personas,4.0,jul,2018,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2018,Hechos contra las personas,1.0,ago,2018,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2018,Hechos contra las personas,3.0,sep,2018,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2018,Hechos contra las personas,4.0,oct,2018,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2018,Hechos contra las personas,3.0,nov,2018,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2018,Hechos contra las personas,4.0,dic,2018,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2019,Hechos contra las personas,2.0,ene,2019,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2019,Hechos contra las personas,3.0,feb,2019,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2019,Hechos contra las personas,3.0,mar,2019,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2019,Hechos contra las personas,4.0,abr,2019,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2019,Hechos contra las personas,1.0,may,2019,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2019,Hechos contra las personas,2.0,jun,2019,6
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2019,Hechos contra las personas,6.0,jul,2019,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2019,Hechos contra las personas,2.0,ago,2019,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2019,Hechos contra las personas,3.0,sep,2019,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2019,Hechos contra las personas,4.0,oct,2019,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2019,Hechos contra las personas,5.0,nov,2019,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2019,Hechos contra las personas,3.0,dic,2019,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2020,Hechos contra las personas,4.0,ene,2020,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2020,Hechos contra las personas,5.0,feb,2020,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2020,Hechos contra las personas,1.0,mar,2020,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2020,Hechos contra las personas,3.0,abr,2020,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2020,Hechos contra las personas,3.0,may,2020,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2020,Hechos contra las personas,5.0,jun,2020,6
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2020,Hechos contra las personas,5.0,ago,2020,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2020,Hechos contra las personas,5.0,sep,2020,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2020,Hechos contra las personas,2.0,oct,2020,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2020,Hechos contra las personas,2.0,nov,2020,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2020,Hechos contra las personas,3.0,dic,2020,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2021,Hechos contra las personas,6.0,ene,2021,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2021,Hechos contra las personas,2.0,feb,2021,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2021,Hechos contra las personas,6.0,mar,2021,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2021,Hechos contra las personas,5.0,abr,2021,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2021,Hechos contra las personas,5.0,may,2021,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2021,Hechos contra las personas,3.0,jun,2021,6
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2021,Hechos contra las personas,2.0,jul,2021,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2021,Hechos contra las personas,3.0,ago,2021,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2021,Hechos contra las personas,3.0,sep,2021,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2021,Hechos contra las personas,7.0,oct,2021,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2021,Hechos contra las personas,4.0,nov,2021,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2021,Hechos contra las personas,3.0,dic,2021,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2022,Hechos contra las personas,1.0,ene,2022,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2022,Hechos contra las personas,3.0,feb,2022,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2022,Hechos contra las personas,5.0,mar,2022,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2022,Hechos contra las personas,5.0,abr,2022,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2022,Hechos contra las personas,4.0,may,2022,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2022,Hechos contra las personas,5.0,jun,2022,6
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2022,Hechos contra las personas,4.0,jul,2022,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2022,Hechos contra las personas,3.0,ago,2022,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2022,Hechos contra las personas,3.0,sep,2022,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2022,Hechos contra las personas,3.0,oct,2022,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2022,Hechos contra las personas,4.0,nov,2022,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2022,Hechos contra las personas,2.0,dic,2022,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2023,Hechos contra las personas,5.0,ene,2023,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2023,Hechos contra las personas,4.0,feb,2023,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2023,Hechos contra las personas,2.0,mar,2023,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2023,Hechos contra las personas,1.0,abr,2023,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2023,Hechos contra las personas,7.0,may,2023,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2023,Hechos contra las personas,2.0,jun,2023,6
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2023,Hechos contra las personas,5.0,jul,2023,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2023,Hechos contra las personas,4.0,ago,2023,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2023,Hechos contra las personas,3.0,sep,2023,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2023,Hechos contra las personas,2.0,oct,2023,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2023,Hechos contra las personas,1.0,nov,2023,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2023,Hechos contra las personas,5.0,dic,2023,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2024,Hechos contra las personas,5.0,ene,2024,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2024,Hechos contra las personas,3.0,feb,2024,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2024,Hechos contra las personas,6.0,mar,2024,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2024,Hechos contra las personas,3.0,abr,2024,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2024,Hechos contra las personas,5.0,may,2024,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2024,Hechos contra las personas,5.0,jun,2024,6
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2024,Hechos contra las personas,1.0,jul,2024,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2024,Hechos contra las personas,5.0,ago,2024,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2024,Hechos contra las personas,2.0,sep,2024,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2024,Hechos contra las personas,1.0,oct,2024,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2024,Hechos contra las personas,3.0,nov,2024,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2024,Hechos contra las personas,1.0,dic,2024,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2025,Hechos contra las personas,4.0,ene,2025,1
Sarrià-Sant Gervasi,Districte,Coacciones,feb 2025,Hechos contra las personas,3.0,feb,2025,2
Sarrià-Sant Gervasi,Districte,Coacciones,mar 2025,Hechos contra las personas,2.0,mar,2025,3
Sarrià-Sant Gervasi,Districte,Coacciones,abr 2025,Hechos contra las personas,5.0,abr,2025,4
Sarrià-Sant Gervasi,Districte,Coacciones,may 2025,Hechos contra las personas,5.0,may,2025,5
Sarrià-Sant Gervasi,Districte,Coacciones,jun 2025,Hechos contra las personas,2.0,jun,2025,6
Sarrià-Sant Gervasi,Districte,Coacciones,jul 2025,Hechos contra las personas,3.0,jul,2025,7
Sarrià-Sant Gervasi,Districte,Coacciones,ago 2025,Hechos contra las personas,2.0,ago,2025,8
Sarrià-Sant Gervasi,Districte,Coacciones,sep 2025,Hechos contra las personas,3.0,sep,2025,9
Sarrià-Sant Gervasi,Districte,Coacciones,oct 2025,Hechos contra las personas,4.0,oct,2025,10
Sarrià-Sant Gervasi,Districte,Coacciones,nov 2025,Hechos contra las personas,6.0,nov,2025,11
Sarrià-Sant Gervasi,Districte,Coacciones,dic 2025,Hechos contra las personas,4.0,dic,2025,12
Sarrià-Sant Gervasi,Districte,Coacciones,ene 2026,Hechos contra las personas,2.0,ene,2026,1
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ene 2011,Otros hechos,14.0,ene,2011,1
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,feb 2011,Otros hechos,13.0,feb,2011,2
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,mar 2011,Otros hechos,19.0,mar,2011,3
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,abr 2011,Otros hechos,13.0,abr,2011,4
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,may 2011,Otros hechos,20.0,may,2011,5
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jun 2011,Otros hechos,12.0,jun,2011,6
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jul 2011,Otros hechos,17.0,jul,2011,7
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ago 2011,Otros hechos,11.0,ago,2011,8
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,sep 2011,Otros hechos,17.0,sep,2011,9
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,oct 2011,Otros hechos,25.0,oct,2011,10
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,nov 2011,Otros hechos,23.0,nov,2011,11
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,dic 2011,Otros hechos,30.0,dic,2011,12
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ene 2012,Otros hechos,23.0,ene,2012,1
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,feb 2012,Otros hechos,15.0,feb,2012,2
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,mar 2012,Otros hechos,23.0,mar,2012,3
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,abr 2012,Otros hechos,20.0,abr,2012,4
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,may 2012,Otros hechos,18.0,may,2012,5
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jun 2012,Otros hechos,15.0,jun,2012,6
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jul 2012,Otros hechos,15.0,jul,2012,7
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ago 2012,Otros hechos,9.0,ago,2012,8
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,sep 2012,Otros hechos,18.0,sep,2012,9
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,oct 2012,Otros hechos,15.0,oct,2012,10
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,nov 2012,Otros hechos,15.0,nov,2012,11
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,dic 2012,Otros hechos,16.0,dic,2012,12
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ene 2013,Otros hechos,6.0,ene,2013,1
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,feb 2013,Otros hechos,18.0,feb,2013,2
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,mar 2013,Otros hechos,15.0,mar,2013,3
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,abr 2013,Otros hechos,27.0,abr,2013,4
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,may 2013,Otros hechos,20.0,may,2013,5
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jun 2013,Otros hechos,14.0,jun,2013,6
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jul 2013,Otros hechos,16.0,jul,2013,7
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ago 2013,Otros hechos,16.0,ago,2013,8
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,sep 2013,Otros hechos,22.0,sep,2013,9
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,oct 2013,Otros hechos,32.0,oct,2013,10
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,nov 2013,Otros hechos,20.0,nov,2013,11
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,dic 2013,Otros hechos,28.0,dic,2013,12
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ene 2014,Otros hechos,18.0,ene,2014,1
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,feb 2014,Otros hechos,24.0,feb,2014,2
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,mar 2014,Otros hechos,21.0,mar,2014,3
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,abr 2014,Otros hechos,28.0,abr,2014,4
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,may 2014,Otros hechos,23.0,may,2014,5
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jun 2014,Otros hechos,20.0,jun,2014,6
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jul 2014,Otros hechos,20.0,jul,2014,7
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ago 2014,Otros hechos,9.0,ago,2014,8
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,sep 2014,Otros hechos,20.0,sep,2014,9
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,oct 2014,Otros hechos,22.0,oct,2014,10
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,nov 2014,Otros hechos,28.0,nov,2014,11
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,dic 2014,Otros hechos,22.0,dic,2014,12
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ene 2015,Otros hechos,17.0,ene,2015,1
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,feb 2015,Otros hechos,17.0,feb,2015,2
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,mar 2015,Otros hechos,11.0,mar,2015,3
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,abr 2015,Otros hechos,26.0,abr,2015,4
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,may 2015,Otros hechos,19.0,may,2015,5
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jun 2015,Otros hechos,18.0,jun,2015,6
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jul 2015,Otros hechos,12.0,jul,2015,7
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ago 2015,Otros hechos,12.0,ago,2015,8
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,sep 2015,Otros hechos,4.0,sep,2015,9
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,oct 2015,Otros hechos,13.0,oct,2015,10
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,nov 2015,Otros hechos,24.0,nov,2015,11
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,dic 2015,Otros hechos,21.0,dic,2015,12
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ene 2016,Otros hechos,13.0,ene,2016,1
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,feb 2016,Otros hechos,27.0,feb,2016,2
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,mar 2016,Otros hechos,23.0,mar,2016,3
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,abr 2016,Otros hechos,23.0,abr,2016,4
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,may 2016,Otros hechos,24.0,may,2016,5
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jun 2016,Otros hechos,26.0,jun,2016,6
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,jul 2016,Otros hechos,18.0,jul,2016,7
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ago 2016,Otros hechos,2.0,ago,2016,8
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,sep 2016,Otros hechos,17.0,sep,2016,9
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,oct 2016,Otros hechos,21.0,oct,2016,10
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,nov 2016,Otros hechos,16.0,nov,2016,11
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,dic 2016,Otros hechos,14.0,dic,2016,12
Sarrià-Sant Gervasi,Districte,Conducción bajo los efectos de bebidas alcohólicas/drogas,ene 2017,Otros hechos,14.0,ene,2017,1
